"gene","logFC","AveExpr","t","pvalue","padj"
"RGPD8",0.0835,8.7746,0.3674,0.7133,0.8227
"TTL",-0.5945,10.5781,-3.5912,0.0003292,0.003041
"POLR1B",-0.0628,9.9556,-0.3985,0.6902,0.8064
"CHCHD5",0.5378,9.2546,2.7814,0.005412,0.02582
"SLC20A1",0.1225,10.9687,0.4896,0.6244,0.7594
"NT5DC4",-0.4001,6.6449,-1.1359,0.256,0.427
"CKAP2L",-0.5965,8.4024,-1.7389,0.08205,0.1937
"IL1A",-0.951,7.7091,-1.446,0.1482,0.2943
"IL1B",-1.2727,8.7952,-3.2282,0.001246,0.008562
"IL36G",-4.2771,6.6754,-5.0465,4.499e-07,1.322e-05
"IL36RN",-1.1305,6.7825,-1.4946,0.135,0.2761
"IL1RN",-2.1202,9.9096,-5.0116,5.398e-07,1.549e-05
"PSD4",0.2924,11.0308,1.466,0.1426,0.2867
"PAX8",0.1174,8.0725,0.2836,0.7768,0.8671
"CBWD2",-0.2471,9.4699,-1.646,0.09976,0.224
"RABL2A",0.0658,9.4289,0.2801,0.7794,0.8687
"SLC35F5",0.5904,10.9066,2.7103,0.006721,0.03054
"ACTR3",-0.233,13.1056,-1.3637,0.1727,0.3282
"DPP10",3.381,6.8097,4.2,2.669e-05,0.0003957
"DDX18",-0.0063,11.5164,-0.0534,0.9574,0.9765
"CCDC93",0.0043,10.392,0.0267,0.9787,0.9887
"INSIG2",0.3266,10.1728,2.0225,0.04313,0.1225
"MARCO",1.2262,10.7068,2.4299,0.0151,0.05648
"STEAP3",-0.1315,10.9111,-0.4116,0.6807,0.7997
"C2orf76",0.1117,8.1068,0.5627,0.5737,0.7204
"DBI",-0.2038,12.009,-0.8115,0.4171,0.5882
"TMEM37",-0.4696,9.4799,-1.4012,0.1611,0.3127
"SCTR",2.8939,8.1632,4.3996,1.085e-05,0.0001912
"CFAP221",2.8185,8.2843,5.4188,6.001e-08,2.293e-06
"TMEM177",0.2576,8.4086,1.3111,0.1898,0.3507
"PTPN4",0.2299,9.7548,1.1756,0.2398,0.4095
"EPB41L5",0.9952,10.587,4.2717,1.94e-05,0.0003028
"TMEM185B",-0.4066,9.8794,-2.4244,0.01533,0.05713
"RALB",-0.1138,11.4149,-0.5506,0.5819,0.727
"INHBB",0.1854,9.0812,0.4398,0.6601,0.7853
"GLI2",-1.4874,8.4324,-3.7827,0.0001551,0.001652
"TFCP2L1",1.2565,9.9834,3.2711,0.001071,0.007563
"CLASP1",-0.7978,11.177,-4.782,1.735e-06,4.096e-05
"NIFK",-0.2168,10.1159,-1.4055,0.1599,0.3112
"TSN",-0.0035,11.5171,-0.0218,0.9826,0.9907
"GYPC",-0.3434,9.7839,-0.9851,0.3246,0.5005
"BIN1",0.2518,10.244,0.9166,0.3593,0.5339
"CYP27C1",-1.3579,7.0036,-2.274,0.02297,0.0771
"ERCC3",-0.0888,10.8821,-0.8822,0.3777,0.5523
"MAP3K2",-0.0467,11.215,-0.3052,0.7602,0.8564
"PROC",0.5904,6.7957,1.1385,0.2549,0.4258
"IWS1",-0.0324,10.9562,-0.2721,0.7855,0.873
"MYO7B",1.7974,7.1981,4.1509,3.312e-05,0.0004687
"GPR17",1.3852,6.5927,2.4481,0.01436,0.0544
"LIMS2",0.1369,9.8315,0.4439,0.6571,0.7837
"SFT2D3",-0.155,9.2797,-0.9325,0.3511,0.5259
"WDR33",0.0371,11.5542,0.3384,0.7351,0.8384
"POLR2D",-0.0916,10.54,-0.6361,0.5247,0.6815
"AMMECR1L",-0.1711,10.2651,-1.4952,0.1349,0.276
"SAP130",-0.6485,10.255,-4.4319,9.34e-06,0.0001702
"UGGT1",-0.0802,11.8571,-0.4425,0.6581,0.784
"HS6ST1",-1.5293,11.1309,-6.801,1.039e-11,1.289e-09
"RAB6C",-0.1788,8.2784,-1.1492,0.2505,0.4215
"POTEF",0.2185,6.7291,0.7277,0.4668,0.632
"CCDC74B",0.0596,7.2673,0.1121,0.9108,0.9512
"SMPD4",-0.3418,11.5589,-2.5611,0.01043,0.04263
"MZT2B",0.0019,10.7572,0.0094,0.9925,0.9958
"CCDC115",0.0781,10.7088,0.4161,0.6774,0.7975
"IMP4",0.0345,10.7491,0.1822,0.8555,0.9179
"PTPN18",0.49,11.1167,2.4589,0.01394,0.05317
"POTEI",-0.2887,7.4895,-1.4596,0.1444,0.2891
"POTEJ",-0.1735,6.7529,-0.7443,0.4567,0.6236
"ARHGEF4",-1.4191,9.2524,-3.0527,0.002268,0.01357
"FAM168B",-0.2801,12.0273,-1.5628,0.1181,0.2521
"POTEE",-0.3967,6.9384,-1.5676,0.117,0.2505
"PLEKHB2",0.2936,12.3015,1.904,0.05691,0.1489
"WTH3DI",-0.0912,8.1692,-0.4166,0.6769,0.7972
"MZT2A",0.0565,9.7557,0.2854,0.7753,0.8663
"CCDC74A",0.1093,8.0124,0.252,0.8011,0.8829
"GPR39",0.7695,9.2826,2.2403,0.02507,0.08241
"LYPD1",0.3042,8.932,0.8375,0.4023,0.5743
"NCKAP5",-0.5457,8.995,-1.2056,0.228,0.3963
"MGAT5",-0.3908,11.493,-1.5116,0.1306,0.2703
"TMEM163",1.9931,9.1915,4.5481,5.414e-06,0.0001075
"ACMSD",2.4928,6.4309,4.9868,6.14e-07,1.718e-05
"CCNT2",0.024,10.4501,0.1602,0.8727,0.9282
"MAP3K19",1.9227,6.8677,2.3742,0.01759,0.06332
"RAB3GAP1",-0.2679,11.374,-2.2604,0.0238,0.0791
"ZRANB3",-0.479,8.2062,-3.3438,0.0008262,0.006239
"R3HDM1",-0.7919,10.1438,-4.8812,1.055e-06,2.722e-05
"UBXN4",-0.0919,12.3871,-0.7186,0.4724,0.6368
"MCM6",-0.6591,10.602,-3.5132,0.0004427,0.003818
"DARS",-0.271,11.496,-1.6992,0.08928,0.2064
"CXCR4",-0.4726,11.4139,-1.2629,0.2066,0.3716
"THSD7B",-0.7653,6.9127,-1.1277,0.2595,0.431
"HNMT",1.8952,10.2594,5.4546,4.908e-08,1.915e-06
"SPOPL",0.2664,10.3273,1.8555,0.06353,0.1609
"LRP1B",0.2751,6.6878,0.3416,0.7327,0.8367
"KYNU",1.9744,9.6219,3.0609,0.002207,0.01327
"ARHGAP15",0.454,8.4907,1.1808,0.2377,0.407
"GTDC1",-0.1981,9.556,-1.0244,0.3056,0.4805
"ZEB2",0.4552,10.8268,1.889,0.05889,0.153
"ACVR2A",-0.2262,9.3197,-0.975,0.3296,0.5049
"ORC4",0.3543,10.2274,1.9999,0.04552,0.1275
"MBD5",0.3159,9.4424,2.0457,0.04079,0.1178
"EPC2",0.1246,10.1117,0.792,0.4284,0.5988
"KIF5C",-1.0838,7.2283,-2.3307,0.01977,0.06905
"LYPD6B",-1.7032,8.031,-2.9878,0.00281,0.01598
"LYPD6",-2.025,7.4899,-3.8101,0.0001389,0.00152
"MMADHC",0.067,11.4272,0.3423,0.7321,0.8364
"RND3",-1.0075,10.8023,-2.9195,0.003506,0.01879
"RBM43",0.768,8.9463,3.3187,0.0009043,0.006676
"NMI",0.1539,9.9384,0.5656,0.5716,0.7186
"TNFAIP6",-0.8581,8.0853,-2.3196,0.02036,0.07067
"RIF1",-0.1241,10.9927,-0.8375,0.4023,0.5743
"NEB",-0.5081,7.9745,-1.0552,0.2913,0.4655
"ARL5A",0.3454,11.0408,1.9939,0.04616,0.1287
"CTD-2021K4.1",0.2625,9.7047,1.4911,0.1359,0.2773
"CACNB4",0.6313,7.7673,1.133,0.2572,0.4284
"STAM2",0.5504,10.5803,3.2595,0.001116,0.007821
"FMNL2",-0.0609,11.1327,-0.2377,0.8121,0.8906
"PRPF40A",-0.0667,11.8604,-0.5495,0.5826,0.7274
"ARL6IP6",-0.3068,9.7073,-1.543,0.1228,0.2594
"RPRM",0.2854,6.8862,0.3692,0.712,0.8217
"GALNT13",0.0595,7.8845,0.1017,0.919,0.9557
"NR4A2",1.8364,10.015,3.3055,0.0009482,0.006945
"GPD2",-0.3528,11.1123,-1.7795,0.07516,0.1818
"GALNT5",0.4562,9.8245,0.9516,0.3413,0.5159
"ERMN",-1.9005,6.8412,-3.9563,7.613e-05,0.0009317
"CYTIP",-0.1722,9.4438,-0.426,0.6701,0.7924
"ACVR1C",-2.2777,7.3658,-5.4399,5.332e-08,2.051e-06
"ACVR1",-0.223,10.6634,-1.1105,0.2668,0.439
"CCDC148",1.0368,6.8726,2.1798,0.02927,0.09236
"PKP4",-0.3814,11.5997,-2.1382,0.0325,0.09993
"DAPL1",-4.6422,7.5126,-6.6607,2.724e-11,3.08e-09
"TANC1",-0.3863,11.2064,-2.2168,0.02664,0.08602
"WDSUB1",0.222,8.9415,1.4113,0.1581,0.3086
"BAZ2B",0.5562,10.5217,3.0177,0.002547,0.01484
"MARCH7",0.2456,12.2561,1.8516,0.06408,0.1619
"CD302",1.2911,10.8449,4.0008,6.313e-05,0.000796
"LY75-CD302",0.0262,9.9072,0.0644,0.9486,0.9716
"LY75",-0.4225,9.9377,-0.9648,0.3346,0.5091
"PLA2R1",-2.2009,9.3992,-6.8946,5.4e-12,7.18e-10
"ITGB6",0.3118,12.0778,0.6868,0.4922,0.6544
"RBMS1",-0.1567,11.5428,-0.8608,0.3894,0.5626
"TANK",0.3501,10.6594,1.7549,0.07927,0.189
"PSMD14",-0.0368,11.2616,-0.1827,0.855,0.9175
"DPP4",2.7803,9.8198,5.5587,2.719e-08,1.183e-06
"FAP",0.1714,9.2033,0.518,0.6044,0.744
"IFIH1",-0.2441,10.3306,-0.7862,0.4317,0.6018
"GCA",0.6824,10.0361,3.4825,0.0004968,0.004185
"FIGN",0.8783,7.8275,2.2593,0.02386,0.07926
"GRB14",1.6857,7.5696,3.7191,0.0001999,0.002035
"COBLL1",-0.3223,10.9628,-1.3877,0.1652,0.3183
"SLC38A11",-0.6654,6.5331,-1.1862,0.2355,0.4045
"SCN3A",-0.063,6.8853,-0.1459,0.884,0.9352
"SCN2A",-1.0158,6.9065,-1.4947,0.135,0.2761
"CSRNP3",-1.0842,7.5383,-2.5594,0.01049,0.0428
"GALNT3",0.4684,10.8611,1.5245,0.1274,0.2657
"TTC21B",0.0717,9.6395,0.4363,0.6626,0.787
"SCN1A",1.5205,7.2907,2.8847,0.003918,0.02034
"SCN9A",0.4028,8.6869,0.7872,0.4312,0.6014
"SCN7A",2.6499,9.2877,5.4585,4.801e-08,1.885e-06
"STK39",0.8068,10.2854,2.8853,0.003911,0.02033
"CERS6",-0.5277,11.377,-2.2074,0.02729,0.08763
"NOSTRIN",2.1049,8.7918,5.4761,4.348e-08,1.754e-06
"SPC25",-0.2793,7.8346,-0.8244,0.4097,0.5812
"DHRS9",-1.5489,8.3915,-2.8946,0.003796,0.01989
"LRP2",1.9884,8.6848,3.1991,0.001379,0.009242
"BBS5",0.0612,8.412,0.2837,0.7767,0.867
"RP11-724O16.1",0.2432,7.5947,1.0624,0.2881,0.4619
"KLHL41",1.4279,6.726,3.3492,0.0008105,0.006154
"FASTKD1",0.2468,9.3069,1.2749,0.2024,0.366
"PPIG",0.1366,11.3739,1.0934,0.2742,0.4476
"CCDC173",1.615,6.795,2.6127,0.008983,0.03792
"PHOSPHO2",0.7004,7.4365,2.9233,0.003463,0.01862
"KLHL23",0.7275,9.3815,2.9524,0.003153,0.01736
"SSB",-0.0288,11.5571,-0.179,0.858,0.9192
"METTL5",0.0272,10.3588,0.1479,0.8824,0.9344
"UBR3",0.2101,10.8134,1.1663,0.2435,0.4133
"MYO3B",-1.7414,6.8241,-2.9364,0.003321,0.01808
"SP5",2.2149,7.3418,3.4065,0.0006581,0.005184
"ERICH2",2.1949,7.1823,6.1579,7.371e-10,5.281e-08
"GAD1",-0.2506,7.4242,-0.3677,0.7131,0.8226
"GORASP2",0.3798,12.1017,1.9651,0.0494,0.1348
"TLK1",0.3688,11.0846,1.7775,0.07549,0.1824
"METTL8",-0.6942,9.1514,-4.2006,2.662e-05,0.000395
"DCAF17",-0.0763,9.524,-0.5268,0.5983,0.739
"CYBRD1",0.8094,12.3721,2.6182,0.008841,0.03746
"DYNC1I2",0.3633,11.0947,2.5291,0.01143,0.04561
"HAT1",-0.1495,10.6759,-0.9681,0.333,0.5078
"SLC25A12",-0.1214,9.6645,-0.7794,0.4357,0.6053
"METAP1D",0.3998,7.9883,1.8091,0.07044,0.1737
"ITGA6",-2.2828,12.1874,-7.196,6.203e-13,1.158e-10
"PDK1",-0.4635,9.9206,-1.9139,0.05563,0.1467
"RAPGEF4",0.3239,8.4034,0.9487,0.3428,0.5174
"MAP3K20",0.3037,11.2731,1.1862,0.2355,0.4045
"CDCA7",-0.0297,9.0281,-0.0682,0.9456,0.9698
"SP3",0.0793,11.785,0.5772,0.5638,0.7127
"OLA1",-0.093,11.0614,-0.5166,0.6054,0.7444
"CIR1",0.2569,10.5354,1.4193,0.1558,0.3052
"SCRN3",0.0781,9.6306,0.5353,0.5925,0.7344
"GPR155",-0.5574,8.9057,-1.7403,0.08181,0.1933
"WIPF1",-0.0452,11.1231,-0.1829,0.8549,0.9174
"CHRNA1",0.2116,6.6559,0.3831,0.7017,0.8151
"CHN1",-0.1857,9.345,-0.673,0.501,0.6616
"ATF2",0.2653,10.8946,1.918,0.05512,0.1459
"ATP5G3",0.2142,12.2984,0.8556,0.3922,0.5654
"LNPK",0.096,10.5753,0.514,0.6073,0.746
"HOXD13",-1.8195,6.7176,-1.6269,0.1037,0.2308
"HOXD11",-3.1504,6.5392,-3.017,0.002553,0.01487
"HOXD10",-3.0275,6.984,-3.939,8.181e-05,0.0009874
"HOXD9",-0.9075,7.2419,-1.7037,0.08843,0.2052
"HOXD8",-0.3544,7.2776,-0.6873,0.4919,0.6541
"HOXD4",0.4704,6.5254,0.7114,0.4768,0.6404
"AC009336.19",0.4444,6.8358,0.7608,0.4468,0.6149
"HOXD3",0.2632,6.6529,0.4787,0.6322,0.765
"HOXD1",2.2806,7.6833,4.4423,8.899e-06,0.0001636
"MTX2",0.1559,10.2991,0.9322,0.3512,0.526
"HNRNPA3",-0.5085,12.6592,-3.3251,0.0008838,0.006565
"NFE2L2",-1.2683,12.667,-5.3105,1.093e-07,3.891e-06
"TTC30B",0.1011,8.9268,0.4182,0.6758,0.7965
"AGPS",0.0276,11.0975,0.117,0.9068,0.9487
"TTC30A",0.1143,9.2912,0.4508,0.6521,0.7801
"PDE11A",1.9384,6.5186,2.929,0.0034,0.0184
"RBM45",-0.0661,8.6816,-0.6536,0.5133,0.672
"OSBPL6",0.3712,8.574,0.8526,0.3939,0.5668
"PRKRA",0.0241,10.5621,0.1545,0.8772,0.9312
"DFNB59",0.1619,6.7958,0.5443,0.5863,0.7305
"FKBP7",0.4283,8.762,1.9908,0.04651,0.1294
"PLEKHA3",0.3937,9.7831,2.8734,0.004061,0.02087
"TTN",0.3467,9.3926,0.9278,0.3535,0.5281
"CCDC141",1.4067,7.3142,2.5168,0.01184,0.04684
"SESTD1",0.6251,10.9242,2.6757,0.007458,0.03306
"ZNF385B",0.7694,8.5387,1.2933,0.1959,0.3581
"CWC22",8e-04,10.1501,0.0069,0.9945,0.9968
"UBE2E3",-0.5261,10.6057,-3.1242,0.001783,0.0112
"ITGA4",-0.3506,9.4439,-1.2437,0.2136,0.3796
"CERKL",0.5595,8.8154,1.7846,0.07432,0.1803
"SSFA2",-0.1837,12.4546,-0.8703,0.3841,0.5579
"PPP1R1C",0.8363,7.4323,2.3522,0.01866,0.06621
"PDE1A",0.337,8.0155,1.0411,0.2979,0.4721
"DNAJC10",0.5929,12.1016,2.9356,0.003329,0.01811
"FRZB",1.2904,8.9534,2.9116,0.003595,0.01914
"NCKAP1",0.0249,12.7816,0.1558,0.8762,0.9304
"DUSP19",0.5038,7.9596,1.8158,0.0694,0.1718
"NUP35",-0.1245,8.9448,-0.7326,0.4638,0.6294
"ZNF804A",0.1266,6.7734,0.3684,0.7126,0.8223
"FSIP2",1.4854,7.1167,2.9698,0.00298,0.01666
"ZC3H15",-0.0355,11.1874,-0.2275,0.82,0.8954
"ITGAV",-0.7478,12.5985,-2.9711,0.002967,0.0166
"FAM171B",-0.4496,8.6205,-1.3242,0.1854,0.3452
"CALCRL",0.0128,10.7254,0.043,0.9657,0.9813
"TFPI",1.6395,11.8459,3.9949,6.473e-05,0.0008145
"GULP1",1.7955,9.8141,5.1602,2.467e-07,7.853e-06
"COL3A1",-0.5728,15.1359,-1.4654,0.1428,0.2869
"COL5A2",-0.4395,12.016,-1.334,0.1822,0.3411
"WDR75",-0.3708,10.3665,-3.1909,0.001418,0.009447
"SLC40A1",0.9715,12.3832,2.6378,0.008344,0.0359
"ASNSD1",0.4388,10.4835,2.2998,0.02146,0.07349
"ANKAR",0.7546,7.4014,3.711,0.0002064,0.002079
"OSGEPL1",0.0758,8.4319,0.4717,0.6372,0.7687
"ORMDL1",0.199,10.2686,1.29,0.1971,0.3595
"PMS1",0.1009,9.1268,0.7703,0.4411,0.6102
"C2orf88",-0.632,7.6011,-1.6196,0.1053,0.233
"HIBCH",0.0919,9.7467,0.5502,0.5822,0.7272
"INPP1",-1.32,9.6165,-3.8844,0.0001026,0.001191
"MFSD6",0.502,11.3408,2.1683,0.03013,0.09442
"NEMP2",-0.224,8.6646,-1.3343,0.1821,0.341
"NAB1",-0.5249,10.7986,-2.9666,0.003011,0.0168
"GLS",0.71,11.8434,2.3604,0.01825,0.06512
"STAT1",-0.1882,13.362,-0.6686,0.5038,0.6643
"STAT4",0.5729,8.0878,1.6534,0.09825,0.2216
"MYO1B",-0.2042,12.5584,-0.9924,0.321,0.4967
"NABP1",0.1421,10.0002,0.5962,0.551,0.7022
"SDPR",-0.0702,11.117,-0.1662,0.868,0.9254
"SLC39A10",0.0023,10.3713,0.0111,0.9911,0.9951
"DNAH7",2.7134,7.5162,4.5908,4.416e-06,9.061e-05
"STK17B",0.542,11.2985,1.8138,0.06971,0.1723
"HECW2",0.8728,9.5502,2.8683,0.004127,0.02108
"CCDC150",-0.4195,7.1459,-1.2165,0.2238,0.3908
"GTF3C3",-0.288,10.4433,-2.3421,0.01917,0.06754
"PGAP1",-1.6608,9.8122,-5.1951,2.046e-07,6.694e-06
"ANKRD44",0.9646,9.2592,2.7462,0.006029,0.02818
"SF3B1",-0.0219,13.3146,-0.2266,0.8208,0.896
"COQ10B",0.4254,10.3296,2.2443,0.02481,0.08178
"HSPE1",0.0049,11.0723,0.0217,0.9827,0.9907
"HSPD1",-0.3557,12.908,-1.8601,0.06287,0.1599
"HSPE1-MOB4",0.1287,10.8259,0.6236,0.5329,0.6879
"MOB4",0.1958,10.6751,1.0016,0.3165,0.4923
"RFTN2",0.1591,7.789,0.6597,0.5095,0.6689
"MARS2",0.0567,8.5695,0.287,0.7741,0.8656
"PLCL1",-0.305,8.2566,-0.8489,0.396,0.5689
"SATB2",0.5255,7.9729,1.6378,0.1015,0.2271
"FTCDNL1",0.1866,7.1967,0.4906,0.6237,0.7586
"TYW5",0.2154,8.701,1.2383,0.2156,0.3815
"C2orf69",-0.1854,9.6486,-1.0895,0.2759,0.4495
"MAIP1",-0.0472,9.175,-0.2635,0.7922,0.8771
"SPATS2L",-0.2799,11.7852,-1.3772,0.1685,0.3229
"KCTD18",0.0951,9.6013,0.7074,0.4793,0.6428
"SGO2",-0.0856,8.6525,-0.3023,0.7624,0.858
"AOX1",1.8265,8.6214,3.8331,0.0001265,0.001407
"BZW1",0.3706,12.5501,1.6517,0.0986,0.2221
"CLK1",0.2484,11.0892,1.205,0.2282,0.3966
"PPIL3",0.346,9.0402,1.7724,0.07633,0.184
"NIF3L1",0.043,9.7106,0.2567,0.7974,0.88
"ORC2",0.0056,9.9295,0.0448,0.9643,0.9809
"FAM126B",0.3406,9.7832,1.8482,0.06457,0.1629
"NDUFB3",0.3436,10.1292,1.6243,0.1043,0.2316
"CFLAR",0.436,12.4705,2.0394,0.04141,0.119
"CASP10",0.1729,10.0281,0.5951,0.5518,0.7028
"CASP8",0.3567,10.2453,2.4926,0.01268,0.04949
"ALS2CR12",0.9668,6.5949,1.8825,0.05976,0.1545
"TRAK2",0.5531,11.1007,2.7046,0.006839,0.03091
"STRADB",0.3635,8.7573,1.6032,0.1089,0.2383
"ALS2CR11",0.581,6.9167,1.2965,0.1948,0.357
"TMEM237",-0.5162,10.0149,-2.6489,0.008076,0.03503
"ALS2",-0.1629,10.1471,-1.0827,0.279,0.4528
"CDK15",-0.2301,6.7155,-0.6817,0.4955,0.6573
"FZD7",-2.0395,10.0189,-7.2026,5.907e-13,1.141e-10
"KIAA2012",1.3841,6.5319,1.8082,0.07058,0.1739
"SUMO1",0.0378,11.525,0.2025,0.8395,0.9079
"NOP58",-0.364,11.1023,-2.594,0.009486,0.03963
"BMPR2",0.2261,12.1277,1.2465,0.2126,0.3785
"FAM117B",-0.7239,9.7375,-2.8397,0.004516,0.02252
"ICA1L",0.2461,7.8826,0.7333,0.4634,0.6292
"CARF",0.2586,8.3524,1.2209,0.2221,0.3894
"WDR12",-0.0977,9.8942,-0.6398,0.5223,0.6796
"NBEAL1",0.3225,12.3322,1.8747,0.06083,0.1562
"CYP20A1",0.4268,9.0575,2.4273,0.01521,0.05679
"ABI2",0.3585,12.0258,2.3046,0.02119,0.07283
"RAPH1",0.634,11.3048,2.9735,0.002945,0.01653
"CD28",0.0943,7.6519,0.2197,0.8261,0.899
"CTLA4",-0.641,7.3947,-1.6114,0.1071,0.2356
"ICOS",-0.6764,7.4402,-1.4047,0.1601,0.3114
"PARD3B",-0.4134,9.4487,-1.1245,0.2608,0.4325
"NRP2",-0.958,11.5082,-3.4935,0.0004767,0.004059
"INO80D",0.1951,9.8258,1.0848,0.278,0.4518
"NDUFS1",0.2879,11.7131,1.8748,0.06082,0.1562
"EEF1B2",0.7219,11.8563,2.8326,0.004617,0.02287
"GPR1",-1.0792,6.7136,-2.0524,0.04013,0.1165
"ZDBF2",-0.3419,9.0011,-1.0505,0.2935,0.4676
"ADAM23",-4.9505,8.6412,-9.5702,1.067e-21,1.183e-18
"MDH1B",1.0158,7.201,1.8763,0.06061,0.1558
"FASTKD2",0.0862,10.2663,0.6485,0.5166,0.6748
"KLF7",-0.12,10.5029,-0.443,0.6578,0.7839
"CREB1",-0.1294,10.8068,-0.9125,0.3615,0.5362
"METTL21A",0.2113,9.0833,1.3784,0.1681,0.3223
"CCNYL1",0.0859,10.256,0.437,0.6621,0.7869
"FZD5",0.3715,10.5143,1.2157,0.2241,0.3912
"PLEKHM3",0.0211,9.7855,0.1001,0.9203,0.9565
"IDH1",0.2893,12.2765,1.014,0.3106,0.4856
"PIKFYVE",-0.3465,10.482,-1.8622,0.06257,0.1594
"PTH2R",-1.6551,6.4996,-2.1544,0.03121,0.09696
"MAP2",1.1524,10.105,2.2638,0.02359,0.07854
"UNC80",-1.6063,6.4978,-2.3669,0.01794,0.06427
"RPE",0.1364,10.5239,0.7756,0.438,0.6072
"KANSL1L",0.6162,9.8261,3.6091,0.0003072,0.002887
"ACADL",0.3234,7.9423,0.6192,0.5358,0.69
"LANCL1",0.2711,11.1789,1.0735,0.2831,0.457
"CPS1",7.7416,8.4793,9.6113,7.163e-22,9.921e-19
"ERBB4",1.8791,7.6799,3.16,0.001578,0.0102
"IKZF2",0.0978,9.282,0.2935,0.7692,0.8626
"SPAG16",0.2126,9.1032,1.0331,0.3015,0.4764
"BARD1",-0.0505,8.9774,-0.2434,0.8077,0.888
"ABCA12",-0.3421,8.128,-0.594,0.5525,0.7033
"ATIC",0.0973,11.3567,0.5004,0.6168,0.7532
"FN1",0.3571,16.3652,1.1441,0.2526,0.4236
"MREG",-0.4395,9.9357,-1.7784,0.07534,0.1821
"PECR",0.7353,9.0549,2.9378,0.003305,0.01801
"TMEM169",0.6932,6.8132,2.2378,0.02524,0.08276
"XRCC5",-0.0011,13.3674,-0.0088,0.993,0.996
"MARCH4",1.7863,6.4234,2.8166,0.004853,0.02376
"SMARCAL1",-0.0205,9.913,-0.1563,0.8758,0.9302
"RPL37A",0.3207,13.9333,1.454,0.146,0.2914
"IGFBP2",-2.131,12.1405,-4.1463,3.379e-05,0.0004746
"IGFBP5",-0.6597,13.6804,-1.5255,0.1271,0.2654
"DIRC3",-2.3703,6.6704,-4.8531,1.215e-06,3.046e-05
"TNS1",0.7868,13.2791,3.0392,0.002372,0.01398
"RUFY4",-0.5842,6.6566,-1.1427,0.2532,0.4243
"CXCR2",0.1092,7.5672,0.2109,0.833,0.904
"CXCR1",0.195,7.0596,0.3494,0.7268,0.8324
"ARPC2",-0.5422,13.4161,-3.4953,0.0004735,0.004036
"GPBAR1",0.3611,6.9834,1.0884,0.2764,0.45
"AAMP",-0.2037,11.8883,-1.446,0.1482,0.2943
"TMBIM1",-0.4997,13.1512,-1.8261,0.06784,0.169
"PNKD",0.4215,11.5971,1.2319,0.218,0.3845
"CATIP",1.6886,7.0407,3.652,0.0002602,0.002507
"SLC11A1",0.2192,10.2062,0.5604,0.5752,0.7217
"CTDSP1",-0.0452,12.2254,-0.3136,0.7538,0.8519
"VIL1",1.3988,9.3048,4.2945,1.751e-05,0.0002794
"USP37",-0.0245,9.7499,-0.1692,0.8656,0.9238
"CNOT9",-0.6081,10.9871,-5.0276,4.965e-07,1.435e-05
"PLCD4",-0.4177,7.7606,-2.0376,0.04159,0.1194
"ZNF142",-0.2924,9.9343,-1.714,0.08653,0.2019
"BCS1L",0.0513,9.4322,0.5076,0.6117,0.7496
"RNF25",0.1983,9.4875,1.4099,0.1586,0.3093
"STK36",0.0186,9.5542,0.0751,0.9401,0.9668
"TTLL4",-1.1472,9.9944,-3.7361,0.0001869,0.001923
"CYP27A1",-0.0397,11.0051,-0.0968,0.9229,0.9575
"WNT10A",-1.0423,7.6077,-1.8972,0.0578,0.1508
"CFAP65",2.7453,7.2073,3.6051,0.000312,0.002917
"IHH",1.7995,6.8149,3.6951,0.0002198,0.002193
"NHEJ1",0.1164,8.9172,0.88,0.3789,0.5535
"SLC23A3",-0.5262,6.8741,-1.499,0.1339,0.2746
"RP11-33O4.2",0.0509,8.9878,0.4284,0.6683,0.7911
"CNPPD1",0.3532,11.2707,2.4223,0.01542,0.05732
"FAM134A",0.1421,11.988,1.2647,0.206,0.3708
"ZFAND2B",0.2,9.6224,1.3752,0.1691,0.3238
"ABCB6",0.0166,10.0824,0.0423,0.9663,0.9816
"ATG9A",-0.0618,11.9155,-0.2767,0.782,0.8707
"ANKZF1",0.1161,10.2679,0.6461,0.5182,0.6762
"GLB1L",0.676,8.6651,2.6872,0.007206,0.03225
"STK16",0.4363,10.0673,2.6455,0.008156,0.0353
"TUBA4B",1.1524,7.6084,2.2482,0.02457,0.08114
"TUBA4A",0.1077,11.2709,0.3204,0.7486,0.848
"DNAJB2",-0.0494,11.5935,-0.2565,0.7976,0.8801
"PTPRN",3.0959,7.0951,4.6401,3.482e-06,7.354e-05
"DNPEP",-0.387,11.1333,-2.4767,0.01326,0.05128
"DES",1.396,8.9845,3.2459,0.001171,0.008144
"SPEG",-1.3386,8.3562,-2.7428,0.006092,0.02835
"GMPPA",0.2598,10.4206,1.3957,0.1628,0.3149
"CHPF",-0.6973,11.8786,-2.4818,0.01307,0.05071
"TMEM198",-0.0916,7.6073,-0.2969,0.7665,0.8605
"OBSL1",0.647,10.9468,2.1809,0.02919,0.09217
"INHA",3.3489,6.885,4.9448,7.623e-07,2.063e-05
"STK11IP",-0.2191,9.8123,-1.2077,0.2271,0.3951
"SLC4A3",-0.9028,8.2013,-2.1158,0.03436,0.104
"EPHA4",-0.6472,9.4655,-1.5694,0.1166,0.2498
"SGPP2",0.3829,10.6962,1.024,0.3058,0.4806
"FARSB",-0.2648,10.4796,-1.4834,0.138,0.2802
"ACSL3",0.0278,11.8738,0.127,0.8989,0.9444
